"product_name","product_url","product_price","product_time_ended","product_number_of_bids","product_duration","product_end_time","product_bidders","product_feedback_name","product_feedback_url"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray - Brand New","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Brand-New/184616033022?epid=9030594179&hash=item2afbf91afe%3Ag%3A4XAAAOSwyW9f-4qk&LH_Auction=1&LH_ItemCondition=1000","$370.00","Jan-17 15:17","17 bids","7 days","Cancelled:","12","Feedback score
602","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=tiffey&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray - Brand New","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Brand-New/184616033022?epid=9030594179&hash=item2afbf91afe%3Ag%3A4XAAAOSwyW9f-4qk&LH_Auction=1&LH_ItemCondition=1000","$370.00","Jan-17 15:17","17 bids","7 days","Cancelled:","12","Feedback score","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=tiffey&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray - Brand New","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Brand-New/184616033022?epid=9030594179&hash=item2afbf91afe%3Ag%3A4XAAAOSwyW9f-4qk&LH_Auction=1&LH_ItemCondition=1000","$370.00","Jan-17 15:17","17 bids","7 days","Cancelled:","12","100% positive feedback",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi 4G (Unlocked), 7.9in - Gold","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-4G-Unlocked-7-9in-Gold/193845870401?epid=24030595035&hash=item2d221d3f41%3Ag%3A%7ERYAAOSwJTxf%7ENpp&LH_Auction=1&LH_ItemCondition=1000","$430.00","Jan-16 15:10","6 bids","5 days","16 Jan 2021 at 12:42:37pm PST","3","",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/303841074224?epid=9030594179&hash=item46be56dc30%3Ag%3AZigAAOSw6hhf-cXq&LH_Auction=1&LH_ItemCondition=1000","$318.00","Jan-16 07:07","26 bids","7 days","Retracted:","14","User ID
therion102 (
Feedback score
1013)",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/303841074224?epid=9030594179&hash=item46be56dc30%3Ag%3AZigAAOSw6hhf-cXq&LH_Auction=1&LH_ItemCondition=1000","$318.00","Jan-16 07:07","26 bids","7 days","Retracted:","14","User ID
therion102 (
Feedback score
1013
)",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/303841074224?epid=9030594179&hash=item46be56dc30%3Ag%3AZigAAOSw6hhf-cXq&LH_Auction=1&LH_ItemCondition=1000","$318.00","Jan-16 07:07","26 bids","7 days","Retracted:","14","User ID
therion102","https://www.ebay.com/usr/therion102"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/303841074224?epid=9030594179&hash=item46be56dc30%3Ag%3AZigAAOSw6hhf-cXq&LH_Auction=1&LH_ItemCondition=1000","$318.00","Jan-16 07:07","26 bids","7 days","Retracted:","14","User ID","https://www.ebay.com/usr/therion102"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/303841074224?epid=9030594179&hash=item46be56dc30%3Ag%3AZigAAOSw6hhf-cXq&LH_Auction=1&LH_ItemCondition=1000","$318.00","Jan-16 07:07","26 bids","7 days","Retracted:","14","Feedback score
1013","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=therion102&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/303841074224?epid=9030594179&hash=item46be56dc30%3Ag%3AZigAAOSw6hhf-cXq&LH_Auction=1&LH_ItemCondition=1000","$318.00","Jan-16 07:07","26 bids","7 days","Retracted:","14","Feedback score","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=therion102&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/303841074224?epid=9030594179&hash=item46be56dc30%3Ag%3AZigAAOSw6hhf-cXq&LH_Auction=1&LH_ItemCondition=1000","$318.00","Jan-16 07:07","26 bids","7 days","Retracted:","14","99.3% positive feedback",""
"New Apple iPad Mini (5th Gen.) 64GB, Wi-Fi, 7.9in - Space Gray - Factory Sealed","https://www.ebay.com/itm/New-Apple-iPad-Mini-5th-Gen-64GB-Wi-Fi-7-9in-Space-Gray-Factory-Sealed/254830318061?epid=9030594179&hash=item3b551211ed%3Ag%3A2yMAAOSwh1df-iJH&LH_Auction=1&LH_ItemCondition=1000","$362.00","Jan-14 13:43","47 bids","5 days","14 Jan 2021 at 1:31:30pm PST","20","User ID
bluejaymodern (
Feedback score
428)",""
"New Apple iPad Mini (5th Gen.) 64GB, Wi-Fi, 7.9in - Space Gray - Factory Sealed","https://www.ebay.com/itm/New-Apple-iPad-Mini-5th-Gen-64GB-Wi-Fi-7-9in-Space-Gray-Factory-Sealed/254830318061?epid=9030594179&hash=item3b551211ed%3Ag%3A2yMAAOSwh1df-iJH&LH_Auction=1&LH_ItemCondition=1000","$362.00","Jan-14 13:43","47 bids","5 days","14 Jan 2021 at 1:31:30pm PST","20","User ID
bluejaymodern (
Feedback score
428
)",""
"New Apple iPad Mini (5th Gen.) 64GB, Wi-Fi, 7.9in - Space Gray - Factory Sealed","https://www.ebay.com/itm/New-Apple-iPad-Mini-5th-Gen-64GB-Wi-Fi-7-9in-Space-Gray-Factory-Sealed/254830318061?epid=9030594179&hash=item3b551211ed%3Ag%3A2yMAAOSwh1df-iJH&LH_Auction=1&LH_ItemCondition=1000","$362.00","Jan-14 13:43","47 bids","5 days","14 Jan 2021 at 1:31:30pm PST","20","User ID
bluejaymodern","https://www.ebay.com/usr/bluejaymodern"
"New Apple iPad Mini (5th Gen.) 64GB, Wi-Fi, 7.9in - Space Gray - Factory Sealed","https://www.ebay.com/itm/New-Apple-iPad-Mini-5th-Gen-64GB-Wi-Fi-7-9in-Space-Gray-Factory-Sealed/254830318061?epid=9030594179&hash=item3b551211ed%3Ag%3A2yMAAOSwh1df-iJH&LH_Auction=1&LH_ItemCondition=1000","$362.00","Jan-14 13:43","47 bids","5 days","14 Jan 2021 at 1:31:30pm PST","20","User ID","https://www.ebay.com/usr/bluejaymodern"
"New Apple iPad Mini (5th Gen.) 64GB, Wi-Fi, 7.9in - Space Gray - Factory Sealed","https://www.ebay.com/itm/New-Apple-iPad-Mini-5th-Gen-64GB-Wi-Fi-7-9in-Space-Gray-Factory-Sealed/254830318061?epid=9030594179&hash=item3b551211ed%3Ag%3A2yMAAOSwh1df-iJH&LH_Auction=1&LH_ItemCondition=1000","$362.00","Jan-14 13:43","47 bids","5 days","14 Jan 2021 at 1:31:30pm PST","20","Feedback score
428","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=bluejaymodern&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"New Apple iPad Mini (5th Gen.) 64GB, Wi-Fi, 7.9in - Space Gray - Factory Sealed","https://www.ebay.com/itm/New-Apple-iPad-Mini-5th-Gen-64GB-Wi-Fi-7-9in-Space-Gray-Factory-Sealed/254830318061?epid=9030594179&hash=item3b551211ed%3Ag%3A2yMAAOSwh1df-iJH&LH_Auction=1&LH_ItemCondition=1000","$362.00","Jan-14 13:43","47 bids","5 days","14 Jan 2021 at 1:31:30pm PST","20","Feedback score","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=bluejaymodern&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"New Apple iPad Mini (5th Gen.) 64GB, Wi-Fi, 7.9in - Space Gray - Factory Sealed","https://www.ebay.com/itm/New-Apple-iPad-Mini-5th-Gen-64GB-Wi-Fi-7-9in-Space-Gray-Factory-Sealed/254830318061?epid=9030594179&hash=item3b551211ed%3Ag%3A2yMAAOSwh1df-iJH&LH_Auction=1&LH_ItemCondition=1000","$362.00","Jan-14 13:43","47 bids","5 days","14 Jan 2021 at 1:31:30pm PST","20","100% positive feedback",""
"New Sealed Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/New-Sealed-Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/254830075026?hash=item3b550e5c92%3Ag%3AwVgAAOSwDgtf77d2&LH_Auction=1&LH_ItemCondition=1000","$359.99","Jan-14 08:44","1 bid","","","","",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray -Factory Sealed","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Factory-Sealed/133629355672?epid=9030594179&hash=item1f1cee2698%3Ag%3AMp4AAOSwT4xf64xu&LH_Auction=1&LH_ItemCondition=1000","$315.00","Jan-13 04:30","6 bids","7 days","13 Jan 2021 at 4:29:13am PST","4","User ID
dru1331 (
Feedback score
51)",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray -Factory Sealed","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Factory-Sealed/133629355672?epid=9030594179&hash=item1f1cee2698%3Ag%3AMp4AAOSwT4xf64xu&LH_Auction=1&LH_ItemCondition=1000","$315.00","Jan-13 04:30","6 bids","7 days","13 Jan 2021 at 4:29:13am PST","4","User ID
dru1331 (
Feedback score
51
)",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray -Factory Sealed","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Factory-Sealed/133629355672?epid=9030594179&hash=item1f1cee2698%3Ag%3AMp4AAOSwT4xf64xu&LH_Auction=1&LH_ItemCondition=1000","$315.00","Jan-13 04:30","6 bids","7 days","13 Jan 2021 at 4:29:13am PST","4","User ID
dru1331","https://www.ebay.com/usr/dru1331"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray -Factory Sealed","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Factory-Sealed/133629355672?epid=9030594179&hash=item1f1cee2698%3Ag%3AMp4AAOSwT4xf64xu&LH_Auction=1&LH_ItemCondition=1000","$315.00","Jan-13 04:30","6 bids","7 days","13 Jan 2021 at 4:29:13am PST","4","User ID","https://www.ebay.com/usr/dru1331"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray -Factory Sealed","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Factory-Sealed/133629355672?epid=9030594179&hash=item1f1cee2698%3Ag%3AMp4AAOSwT4xf64xu&LH_Auction=1&LH_ItemCondition=1000","$315.00","Jan-13 04:30","6 bids","7 days","13 Jan 2021 at 4:29:13am PST","4","Feedback score
51","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=dru1331&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray -Factory Sealed","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Factory-Sealed/133629355672?epid=9030594179&hash=item1f1cee2698%3Ag%3AMp4AAOSwT4xf64xu&LH_Auction=1&LH_ItemCondition=1000","$315.00","Jan-13 04:30","6 bids","7 days","13 Jan 2021 at 4:29:13am PST","4","Feedback score","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=dru1331&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray -Factory Sealed","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Factory-Sealed/133629355672?epid=9030594179&hash=item1f1cee2698%3Ag%3AMp4AAOSwT4xf64xu&LH_Auction=1&LH_ItemCondition=1000","$315.00","Jan-13 04:30","6 bids","7 days","13 Jan 2021 at 4:29:13am PST","4","100% positive feedback",""
"APPLE IPAD MINI 64GB~ 5TH GENERATION~ SPACE GRAY~ WIFI~ BRAND NEW~ SEALED~","https://www.ebay.com/itm/APPLE-IPAD-MINI-64GB-5TH-GENERATION-SPACE-GRAY-WIFI-BRAND-NEW-SEALED/303831874763?epid=9030594179&hash=item46bdca7ccb%3Ag%3A7sQAAOSwZzdf0bJK&LH_Auction=1&LH_ItemCondition=1000","$375.00","Jan-5 21:33","61 bids","5 days","Cancelled:","16","User ID
1dollaheiny (
Feedback score
25169)",""
"APPLE IPAD MINI 64GB~ 5TH GENERATION~ SPACE GRAY~ WIFI~ BRAND NEW~ SEALED~","https://www.ebay.com/itm/APPLE-IPAD-MINI-64GB-5TH-GENERATION-SPACE-GRAY-WIFI-BRAND-NEW-SEALED/303831874763?epid=9030594179&hash=item46bdca7ccb%3Ag%3A7sQAAOSwZzdf0bJK&LH_Auction=1&LH_ItemCondition=1000","$375.00","Jan-5 21:33","61 bids","5 days","Cancelled:","16","User ID
1dollaheiny (
Feedback score
25169
)",""
"APPLE IPAD MINI 64GB~ 5TH GENERATION~ SPACE GRAY~ WIFI~ BRAND NEW~ SEALED~","https://www.ebay.com/itm/APPLE-IPAD-MINI-64GB-5TH-GENERATION-SPACE-GRAY-WIFI-BRAND-NEW-SEALED/303831874763?epid=9030594179&hash=item46bdca7ccb%3Ag%3A7sQAAOSwZzdf0bJK&LH_Auction=1&LH_ItemCondition=1000","$375.00","Jan-5 21:33","61 bids","5 days","Cancelled:","16","User ID
1dollaheiny","https://www.ebay.com/usr/1dollaheiny"
"APPLE IPAD MINI 64GB~ 5TH GENERATION~ SPACE GRAY~ WIFI~ BRAND NEW~ SEALED~","https://www.ebay.com/itm/APPLE-IPAD-MINI-64GB-5TH-GENERATION-SPACE-GRAY-WIFI-BRAND-NEW-SEALED/303831874763?epid=9030594179&hash=item46bdca7ccb%3Ag%3A7sQAAOSwZzdf0bJK&LH_Auction=1&LH_ItemCondition=1000","$375.00","Jan-5 21:33","61 bids","5 days","Cancelled:","16","User ID","https://www.ebay.com/usr/1dollaheiny"
"APPLE IPAD MINI 64GB~ 5TH GENERATION~ SPACE GRAY~ WIFI~ BRAND NEW~ SEALED~","https://www.ebay.com/itm/APPLE-IPAD-MINI-64GB-5TH-GENERATION-SPACE-GRAY-WIFI-BRAND-NEW-SEALED/303831874763?epid=9030594179&hash=item46bdca7ccb%3Ag%3A7sQAAOSwZzdf0bJK&LH_Auction=1&LH_ItemCondition=1000","$375.00","Jan-5 21:33","61 bids","5 days","Cancelled:","16","Feedback score
25169","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=1dollaheiny&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"APPLE IPAD MINI 64GB~ 5TH GENERATION~ SPACE GRAY~ WIFI~ BRAND NEW~ SEALED~","https://www.ebay.com/itm/APPLE-IPAD-MINI-64GB-5TH-GENERATION-SPACE-GRAY-WIFI-BRAND-NEW-SEALED/303831874763?epid=9030594179&hash=item46bdca7ccb%3Ag%3A7sQAAOSwZzdf0bJK&LH_Auction=1&LH_ItemCondition=1000","$375.00","Jan-5 21:33","61 bids","5 days","Cancelled:","16","Feedback score","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=1dollaheiny&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"APPLE IPAD MINI 64GB~ 5TH GENERATION~ SPACE GRAY~ WIFI~ BRAND NEW~ SEALED~","https://www.ebay.com/itm/APPLE-IPAD-MINI-64GB-5TH-GENERATION-SPACE-GRAY-WIFI-BRAND-NEW-SEALED/303831874763?epid=9030594179&hash=item46bdca7ccb%3Ag%3A7sQAAOSwZzdf0bJK&LH_Auction=1&LH_ItemCondition=1000","$375.00","Jan-5 21:33","61 bids","5 days","Cancelled:","16","99.7% positive feedback",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray -Factory Sealed","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray-Factory-Sealed/133622092715?epid=9030594179&hash=item1f1c7f53ab%3Ag%3AMp4AAOSwT4xf64xu&LH_Auction=1&LH_ItemCondition=1000","$325.00","Jan-5 12:30","13 bids","7 days","5 Jan 2021 at 11:03:10am PST","9","",""
"Apple iPad Mini (5th Generation) 64GB Gold Model A2133 BRAND NEW","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Gold-Model-A2133-BRAND-NEW/373404606672?epid=13030600264&hash=item56f0a620d0%3Ag%3AZ%7EsAAOSwfzJeNtQB&LH_Auction=1&LH_ItemCondition=1000","$375.00","Jan-3 20:17","43 bids","10 days","27 Dec 2020 at 8:04:30pm PST","16","",""
"Apple iPad Mini (5th Gen) 64GB, Wi-Fi, 7.9in, Silver, New, Factory Sealed.","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Gen-64GB-Wi-Fi-7-9in-Silver-New-Factory-Sealed/133626212999?epid=2301649792&hash=item1f1cbe3287%3Ag%3AdMAAAOSwmS9f6pKj&LH_Auction=1&LH_ItemCondition=1000","$350.00","Jan-3 04:21","1 bid","5 days","3 Jan 2021 at 4:21:34am PST","1","User ID
edwarpeople-2 (
Feedback score
23)",""
"Apple iPad Mini (5th Gen) 64GB, Wi-Fi, 7.9in, Silver, New, Factory Sealed.","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Gen-64GB-Wi-Fi-7-9in-Silver-New-Factory-Sealed/133626212999?epid=2301649792&hash=item1f1cbe3287%3Ag%3AdMAAAOSwmS9f6pKj&LH_Auction=1&LH_ItemCondition=1000","$350.00","Jan-3 04:21","1 bid","5 days","3 Jan 2021 at 4:21:34am PST","1","User ID
edwarpeople-2 (
Feedback score
23
)",""
"Apple iPad Mini (5th Gen) 64GB, Wi-Fi, 7.9in, Silver, New, Factory Sealed.","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Gen-64GB-Wi-Fi-7-9in-Silver-New-Factory-Sealed/133626212999?epid=2301649792&hash=item1f1cbe3287%3Ag%3AdMAAAOSwmS9f6pKj&LH_Auction=1&LH_ItemCondition=1000","$350.00","Jan-3 04:21","1 bid","5 days","3 Jan 2021 at 4:21:34am PST","1","User ID
edwarpeople-2","https://www.ebay.com/usr/edwarpeople-2"
"Apple iPad Mini (5th Gen) 64GB, Wi-Fi, 7.9in, Silver, New, Factory Sealed.","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Gen-64GB-Wi-Fi-7-9in-Silver-New-Factory-Sealed/133626212999?epid=2301649792&hash=item1f1cbe3287%3Ag%3AdMAAAOSwmS9f6pKj&LH_Auction=1&LH_ItemCondition=1000","$350.00","Jan-3 04:21","1 bid","5 days","3 Jan 2021 at 4:21:34am PST","1","User ID","https://www.ebay.com/usr/edwarpeople-2"
"Apple iPad Mini (5th Gen) 64GB, Wi-Fi, 7.9in, Silver, New, Factory Sealed.","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Gen-64GB-Wi-Fi-7-9in-Silver-New-Factory-Sealed/133626212999?epid=2301649792&hash=item1f1cbe3287%3Ag%3AdMAAAOSwmS9f6pKj&LH_Auction=1&LH_ItemCondition=1000","$350.00","Jan-3 04:21","1 bid","5 days","3 Jan 2021 at 4:21:34am PST","1","Feedback score
23","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=edwarpeople-2&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Gen) 64GB, Wi-Fi, 7.9in, Silver, New, Factory Sealed.","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Gen-64GB-Wi-Fi-7-9in-Silver-New-Factory-Sealed/133626212999?epid=2301649792&hash=item1f1cbe3287%3Ag%3AdMAAAOSwmS9f6pKj&LH_Auction=1&LH_ItemCondition=1000","$350.00","Jan-3 04:21","1 bid","5 days","3 Jan 2021 at 4:21:34am PST","1","Feedback score","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=edwarpeople-2&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Gen) 64GB, Wi-Fi, 7.9in, Silver, New, Factory Sealed.","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Gen-64GB-Wi-Fi-7-9in-Silver-New-Factory-Sealed/133626212999?epid=2301649792&hash=item1f1cbe3287%3Ag%3AdMAAAOSwmS9f6pKj&LH_Auction=1&LH_ItemCondition=1000","$350.00","Jan-3 04:21","1 bid","5 days","3 Jan 2021 at 4:21:34am PST","1","100% positive feedback",""
"Apple iPad Mini (5th Gen) 64GB, Wi-Fi, 7.9in, Silver, New, Factory Sealed.","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Gen-64GB-Wi-Fi-7-9in-Silver-New-Factory-Sealed/133621203247?epid=2301649792&hash=item1f1c71c12f%3Ag%3AdMAAAOSwmS9f6pKj&LH_Auction=1&LH_ItemCondition=1000","$360.00","Jan-2 18:22","12 bids","5 days","2 Jan 2021 at 6:08:36pm PST","8","",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/254818412728?epid=9030594179&hash=item3b545c68b8%3Ag%3AhbsAAOSw8Stf6BCq&LH_Auction=1&LH_ItemCondition=1000","$340.00","Dec-29 20:44","10 bids","3 days","Cancelled:","6","User ID
sourcescript (
Feedback score
78)",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/254818412728?epid=9030594179&hash=item3b545c68b8%3Ag%3AhbsAAOSw8Stf6BCq&LH_Auction=1&LH_ItemCondition=1000","$340.00","Dec-29 20:44","10 bids","3 days","Cancelled:","6","User ID
sourcescript (
Feedback score
78
)",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/254818412728?epid=9030594179&hash=item3b545c68b8%3Ag%3AhbsAAOSw8Stf6BCq&LH_Auction=1&LH_ItemCondition=1000","$340.00","Dec-29 20:44","10 bids","3 days","Cancelled:","6","User ID
sourcescript","https://www.ebay.com/usr/sourcescript"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/254818412728?epid=9030594179&hash=item3b545c68b8%3Ag%3AhbsAAOSw8Stf6BCq&LH_Auction=1&LH_ItemCondition=1000","$340.00","Dec-29 20:44","10 bids","3 days","Cancelled:","6","User ID","https://www.ebay.com/usr/sourcescript"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/254818412728?epid=9030594179&hash=item3b545c68b8%3Ag%3AhbsAAOSw8Stf6BCq&LH_Auction=1&LH_ItemCondition=1000","$340.00","Dec-29 20:44","10 bids","3 days","Cancelled:","6","Feedback score
78","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=sourcescript&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/254818412728?epid=9030594179&hash=item3b545c68b8%3Ag%3AhbsAAOSw8Stf6BCq&LH_Auction=1&LH_ItemCondition=1000","$340.00","Dec-29 20:44","10 bids","3 days","Cancelled:","6","Feedback score","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=sourcescript&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/254818412728?epid=9030594179&hash=item3b545c68b8%3Ag%3AhbsAAOSw8Stf6BCq&LH_Auction=1&LH_ItemCondition=1000","$340.00","Dec-29 20:44","10 bids","3 days","Cancelled:","6","100% positive feedback",""
"Apple iPad Mini (5th Gen) 64GB, Wi-Fi, 7.9in, Silver, New, Factory Sealed.","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Gen-64GB-Wi-Fi-7-9in-Silver-New-Factory-Sealed/133613670070?epid=2301649792&hash=item1f1bfeceb6%3Ag%3A95oAAOSwAu5f4A2y&LH_Auction=1&LH_ItemCondition=1000","$370.00","Dec-28 18:58","17 bids","7 days","28 Dec 2020 at 5:22:56pm PST","9","",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Silver + Free Bonus!!!","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Silver-Free-Bonus/224279909136?hash=item34381fd310%3Ag%3ASsQAAOSwne1f2NSh&LH_Auction=1&LH_ItemCondition=1000","$360.00","Dec-22 15:00","32 bids","7 days","Retracted:","13","User ID
starseller-1 (
Feedback score
1377)",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Silver + Free Bonus!!!","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Silver-Free-Bonus/224279909136?hash=item34381fd310%3Ag%3ASsQAAOSwne1f2NSh&LH_Auction=1&LH_ItemCondition=1000","$360.00","Dec-22 15:00","32 bids","7 days","Retracted:","13","User ID
starseller-1 (
Feedback score
1377
)",""
